id,birthdate,deathdate,ssn,drivers,passport,prefix,first,last,suffix,maiden,marital,race,ethnicity,gender,birthplace,address,city,state,county,zip,lat,lon,healthcare_expenses,healthcare_coverage,_ingest_time_utc,_source_file,_raw_row_id,id_is_null
363f50e2-9771-dfb4-1ff5-3d7db24b9ada,2021-09-04,None,999-22-4018,None,None,None,Juliette736,McClure239,None,None,None,white,nonhispanic,F,Quincy  Massachusetts  US,293 Pacocha Knoll Unit 74,Boston,Massachusetts,Suffolk County,2128,42.43601260286119,-71.014352163969178,7728.18,0,2025-11-07T12:24:53.157036,patients.csv,57,false
71a8b156-760b-df6b-859e-eefc7932a526,2014-11-15,None,999-12-3038,None,None,None,Adriana394,Hintz995,None,None,None,white,nonhispanic,F,Amherst Center  Massachusetts  US,455 Bayer Rapid Suite 75,Boston,Massachusetts,Suffolk County,2120,42.3980503884975,-70.971345479509679,192947.81,0,2025-11-07T12:24:53.157036,patients.csv,103,false
87bd827a-41ca-256f-6e86-2d5e9623f805,2007-10-21,None,999-11-5111,None,None,None,Marlen929,Batz141,None,None,None,white,nonhispanic,F,Palmer  Massachusetts  US,241 Muller Plaza,Boston,Massachusetts,Suffolk County,2134,42.377261711713189,-71.009127612854229,409941.16,37530.24,2025-11-07T12:24:53.157036,patients.csv,169,false
a19e5a5b-084c-13c5-fcd6-c5fb27e80b14,2017-02-07,None,999-11-8197,None,None,None,Demetra94,Jaskolski867,None,None,None,white,nonhispanic,F,Cambridge  Massachusetts  US,317 Feil Dale,Boston,Massachusetts,Suffolk County,2126,42.342386430433251,-71.157508273132592,140465.045,563.295,2025-11-07T12:24:53.157036,patients.csv,238,false
6eca45da-1034-4775-72fd-fa3012b4ca45,2011-09-13,None,999-58-6213,None,None,None,Charlott617,Ryan260,None,None,None,white,nonhispanic,F,Andover  Massachusetts  US,856 Ankunding Mews,Boston,Massachusetts,Suffolk County,2113,42.356322291832427,-71.055275428056575,256275.9525,65.58749999999992,2025-11-07T12:24:53.157036,patients.csv,250,false
d3bb709c-94a8-35fe-cf31-974eba325f8b,2009-01-17,2011-03-13,999-21-1445,None,None,None,Luis923,Juárez383,None,None,None,white,hispanic,M,Buenos Aires  Ciudad de Buenos Aires  AR,197 Blick Fork Suite 49,Boston,Massachusetts,Suffolk County,2114,42.353336207695463,-71.0780774519353,76997.209999999992,25.589999999999897,2025-11-07T12:24:53.157036,patients.csv,274,false
11256c20-8feb-4033-de96-7d689a7d123a,2009-01-17,None,999-31-1814,None,None,None,Gabriel934,Villalpando154,None,None,None,white,hispanic,M,Lima  Lima Province  PE,884 Rowe Green Unit 43,Boston,Massachusetts,Suffolk County,2127,42.387889584742432,-71.032374758335351,306117.5125,82.027499999999947,2025-11-07T12:24:53.157036,patients.csv,279,false
81fbeaeb-d95a-1d34-e260-291f23fec526,2011-01-02,None,999-25-9079,None,None,None,Eva64,Soria950,None,None,None,white,hispanic,F,Bogota  Bogota  CO,1073 Beer Fork Unit 13,Boston,Massachusetts,Suffolk County,2199,42.2614899345523,-71.128011077975046,22194.886,26209.854,2025-11-07T12:24:53.157036,patients.csv,467,false
61adebe2-451a-0518-8424-dabde68087ea,2020-02-05,None,999-22-5398,None,None,None,Norma469,Apodaca347,None,None,None,asian,hispanic,F,Puebla  Puebla  MX,226 McDermott Harbor Suite 17,Boston,Massachusetts,Suffolk County,2120,42.31478708109146,-71.091997174674447,7931.4,0,2025-11-07T12:24:53.157036,patients.csv,484,false
fae0edab-0c3d-d1ed-5fbd-bb87125da5c4,2004-02-18,None,999-43-1984,S99919262,None,None,Milagros256,Douglas31,None,None,None,asian,nonhispanic,F,Lawrence  Massachusetts  US,701 Walter Hollow Unit 21,Boston,Massachusetts,Suffolk County,2199,42.41955042592118,-70.956948623332508,1173722.13,1168.62,2025-11-07T12:24:53.157036,patients.csv,502,false
02ea18ed-ad6e-4c59-a3aa-393bae7ab7fe,1976-08-26,1994-01-24,999-23-5305,S99972009,None,None,Justine412,Hackett68,None,None,None,white,nonhispanic,F,Pembroke  Massachusetts  US,550 Crooks Vista Suite 66,Boston,Massachusetts,Suffolk County,,42.325155656212459,-70.956002252150583,439584.25,0,2025-11-07T12:24:53.157036,patients.csv,558,false
bfe5fb30-e78a-abb8-a83a-788816ae9fe4,2014-10-16,None,999-76-6827,None,None,None,Shelby741,Muller251,None,None,None,black,nonhispanic,M,North Reading  Massachusetts  US,860 Boyer Underpass,Boston,Massachusetts,Suffolk County,2120,42.294172618204058,-70.981569728169987,189319.37,56.219999999999921,2025-11-07T12:24:53.157036,patients.csv,587,false
1f6ca3a4-3383-37f6-45d3-bfe282c43b10,2012-03-05,None,999-62-1439,None,None,None,Roseanna881,Mayer370,None,None,None,white,nonhispanic,F,Boston  Massachusetts  US,927 Prohaska Fork,Boston,Massachusetts,Suffolk County,2136,42.385377915857248,-71.047991293526508,236989.885,10067.655,2025-11-07T12:24:53.157036,patients.csv,613,false
da6e1124-d294-58f9-ff16-a0fe6a3f30dd,2018-07-22,None,999-93-7104,None,None,None,Shantae970,Glover433,None,None,None,white,nonhispanic,F,Orleans  Massachusetts  US,493 Dietrich Avenue,Boston,Massachusetts,Suffolk County,2118,42.321208970687948,-71.098369367586784,10966.8665,10200.4635,2025-11-07T12:24:53.157036,patients.csv,655,false
1edd887a-05a6-d93a-1cff-f78e3c5da92f,2011-06-18,None,999-81-4201,None,None,None,Cary869,Rutherford999,None,None,None,white,nonhispanic,M,Billerica  Massachusetts  US,1069 Ebert Bay Apt 48,Boston,Massachusetts,Suffolk County,2130,42.33978996478676,-71.074401859329555,19157.1255,5680.1544999999987,2025-11-07T12:24:53.157036,patients.csv,725,false
3c0f81dc-96bf-3f9c-6e4f-5763f9614fb2,2021-07-28,None,999-93-4680,None,None,None,Leanna255,Witting912,None,None,None,white,nonhispanic,F,Boston  Massachusetts  US,258 Keeling Flat,Boston,Massachusetts,Suffolk County,2113,42.3077727917184,-71.036458663799579,9801.48,0,2025-11-07T12:24:53.157036,patients.csv,753,false
f2f98ceb-38a9-72f3-5193-a849efce41ce,2016-03-28,None,999-25-4373,None,None,None,Ángela136,Saldaña5,None,None,None,white,hispanic,F,Portsmouth  Saint John Parish  DM,616 Grimes Crossroad Suite 48,Boston,Massachusetts,Suffolk County,2136,42.398738671169887,-71.05976627176625,141132.67,602.79,2025-11-07T12:24:53.157036,patients.csv,761,false
2e7f9367-ada3-e09c-876d-32b551578630,2013-11-04,None,999-93-1898,None,None,None,Mikaela760,Keeling57,None,None,None,other,nonhispanic,F,Fall River  Massachusetts  US,877 Schmidt Landing Suite 20,Boston,Massachusetts,Suffolk County,2467,42.22766030532518,-71.064971746263183,197283.53,131.21999999999994,2025-11-07T12:24:53.157036,patients.csv,785,false
43169892-50d5-afc6-e713-d9dd1a2657d3,1968-01-12,1970-01-16,999-11-1217,None,None,None,Kirstin394,Crooks415,None,None,None,white,nonhispanic,F,Boston  Massachusetts  US,319 Skiles Village Unit 56,Boston,Massachusetts,Suffolk County,2114,42.355157026968008,-71.131685322922408,49967.380000000005,0,2025-11-07T12:24:53.157036,patients.csv,799,false
a2f532cc-184b-d28c-b702-7b3fd99c77bd,2021-01-02,None,999-64-9334,None,None,None,Raphael767,Feeney44,None,None,None,white,nonhispanic,M,Boston  Massachusetts  US,128 Wunsch Route Apt 38,Boston,Massachusetts,Suffolk County,2136,42.3064540579927,-70.974374440970038,19859.33,2877.99,2025-11-07T12:24:53.157036,patients.csv,843,false
ae590ac7-640b-17b5-724f-497ff3cb346f,2018-04-22,None,999-56-5545,None,None,None,Tynisha348,Abbott774,None,None,None,white,nonhispanic,F,Norton  Massachusetts  US,1061 Toy Brook,Boston,Massachusetts,Suffolk County,2467,42.406703414323289,-71.0862834264057,11880.636000000002,12172.084,2025-11-07T12:24:53.157036,patients.csv,901,false
16374251-beab-44f9-ac53-faece4e66bc2,2017-11-17,None,999-42-4182,None,None,None,Cyrus914,Schuster709,None,None,None,white,nonhispanic,M,Barnstable  Massachusetts  US,855 Luettgen Well,Boston,Massachusetts,Suffolk County,2199,42.307116714653681,-71.104955238089929,77405.459999999992,523.07999999999993,2025-11-07T12:24:53.157036,patients.csv,926,false
2a1d4786-435c-6633-3b6f-b555f5d3519b,2009-03-23,None,999-32-6057,None,None,None,Eduardo902,Barela183,None,None,None,white,hispanic,M,Guatemala City  Guatemala  GT,784 Hayes Vale Unit 91,Boston,Massachusetts,Suffolk County,2136,42.226304746081,-71.152812549014826,450667.825,195452.71500000003,2025-11-07T12:24:53.157036,patients.csv,1070,false
34108223-8018-ed73-d675-449d69965f95,2009-11-18,None,999-34-5129,None,None,None,Dino214,Schultz619,None,None,None,black,nonhispanic,M,Watertown  Massachusetts  US,990 Bradtke Promenade Apt 31,Boston,Massachusetts,Suffolk County,2111,42.365430307336311,-71.0372373782709,307668.33999999991,0,2025-11-07T12:24:53.157036,patients.csv,1149,false
53cc5b94-3c84-3ecf-ae94-f98203e3d8ba,2014-03-07,None,999-85-1461,None,None,None,Elwood28,Gottlieb798,None,None,None,white,nonhispanic,M,New Bedford  Massachusetts  US,289 Mraz Knoll,Braintree,Massachusetts,Norfolk County,2184,42.2199482596054,-70.97768016132693,189892.04,0,2025-11-07T12:24:53.157036,patients.csv,36,false
dae01f0d-6147-47e0-bd58-bb20569a283c,2018-06-11,None,999-73-3806,None,None,None,Teddy976,Batz141,None,None,None,white,nonhispanic,M,Waltham  Massachusetts  US,769 Pacocha Center Suite 66,Braintree,Massachusetts,Norfolk County,,42.244579096362266,-70.957820005262377,98729.13,0,2025-11-07T12:24:53.157036,patients.csv,201,false
92f5789e-9175-3815-b189-654c2671d19b,2013-12-15,None,999-11-3736,None,None,None,Ping698,Abbott774,None,None,None,white,nonhispanic,F,Wareham  Massachusetts  US,400 Orn Landing,Braintree,Massachusetts,Norfolk County,2184,42.238417478947142,-71.024341937941841,195503.1325,4538.4975,2025-11-07T12:24:53.157036,patients.csv,423,false
ef318e4c-8d1c-c2a4-ce37-d76fbf8b9906,2016-04-13,None,999-44-9851,None,None,None,Neoma676,Halvorson124,None,None,None,white,nonhispanic,F,Northborough  Massachusetts  US,741 O'Connell Port Unit 74,Braintree,Massachusetts,Norfolk County,,42.22192963452774,-70.9577050201015,77042.09,0,2025-11-07T12:24:53.157036,patients.csv,720,false
f93c78a3-57b8-4858-cad5-e449f26e3857,2008-12-10,None,999-80-8776,None,None,None,Man114,Halvorson124,None,None,None,white,nonhispanic,M,Marblehead  Massachusetts  US,644 Abshire Park Suite 19,Brockton,Massachusetts,Plymouth County,,42.093319887827242,-70.949425312015876,327035.025,2953.305,2025-11-07T12:24:53.157036,patients.csv,50,false
5fe0db77-0fe4-4472-ce22-b6e860ec103a,2010-09-18,None,999-23-5318,None,None,None,Louis204,Wintheiser220,None,None,None,white,nonhispanic,F,Salem  Massachusetts  US,266 Hermiston Forge,Brockton,Massachusetts,Plymouth County,,42.091107212345563,-70.9880990130206,342231.6125,12082.3875,2025-11-07T12:24:53.157036,patients.csv,183,false
ce1153cb-d4ad-77e2-cd07-575e249a83ad,2006-10-18,None,999-76-5232,None,None,None,Deidra675,Rosenbaum794,None,None,None,white,nonhispanic,F,Boston  Massachusetts  US,619 Keeling Bypass,Brockton,Massachusetts,Plymouth County,2301,42.138012810564959,-70.91466163766647,53260.3195,41426.0705,2025-11-07T12:24:53.157036,patients.csv,477,false
132baf63-cbc4-cfec-1772-d88d7762fc4e,2019-06-16,None,999-12-5968,None,None,None,Damien170,Konopelski743,None,None,None,white,nonhispanic,M,Leominster  Massachusetts  US,453 Champlin Stravenue,Brookline,Massachusetts,Norfolk County,2445,42.332023039271832,-71.105721349946052,59967.482500000006,3686.7075,2025-11-07T12:24:53.157036,patients.csv,1116,false
18f70d07-28a0-17f3-2605-bf21cceb194b,2020-02-08,None,999-52-7055,None,None,None,Ernestina649,Fahey393,None,None,None,white,nonhispanic,F,Medford  Massachusetts  US,631 Muller Junction Apt 77,Cambridge,Massachusetts,Middlesex County,2141,42.35348723578543,-71.0679519301084,46898.77,56.219999999999921,2025-11-07T12:24:53.157036,patients.csv,38,false
0dcad249-f39f-b137-eee3-8dd59a7ede1c,2001-04-19,2015-02-12,999-73-3313,None,None,None,Dwayne786,Fisher429,None,None,None,white,nonhispanic,M,Melrose  Massachusetts  US,105 Wuckert Crossroad,Cambridge,Massachusetts,Middlesex County,2142,42.332559999280392,-71.084625773806223,321384.74000000011,1676.1,2025-11-07T12:24:53.157036,patients.csv,303,false
75fde6d2-84e9-feb2-088f-b99f5347881a,2012-01-24,None,999-63-4743,None,None,None,Katelyn962,Schaden604,None,None,None,white,nonhispanic,F,Canton  Massachusetts  US,1029 Kiehn Lock Unit 83,Cambridge,Massachusetts,Middlesex County,2138,42.4050793249168,-71.19493585691761,248822.415,1251.255,2025-11-07T12:24:53.157036,patients.csv,786,false
ce0cf6c2-6420-9443-5fcf-d60b8398048e,2010-09-09,None,999-95-3951,None,None,None,Sunshine777,Friesen796,None,None,None,white,nonhispanic,F,Ludlow  Massachusetts  US,1060 Lang Wynd Unit 84,Cambridge,Massachusetts,Middlesex County,2138,42.386995427564933,-71.1701435940092,292670.7,605.06999999999982,2025-11-07T12:24:53.157036,patients.csv,854,false
798f8865-ab80-0353-df73-b87b1d1f4b8f,2012-04-29,None,999-47-5206,None,None,None,Brooks264,Rowe323,None,None,None,white,nonhispanic,M,Brockton  Massachusetts  US,195 Ondricka Trailer,Chelmsford,Massachusetts,Middlesex County,,42.576519536816882,-71.372174801894516,29964.6325,12818.0175,2025-11-07T12:24:53.157036,patients.csv,974,false
b1b0fe43-a0f7-3ea6-67f8-0b5a3afd5a8e,2020-02-02,None,999-38-1447,None,None,None,Hassan290,Wyman904,None,None,None,white,nonhispanic,M,Douglas  Massachusetts  US,606 Ferry Quay Unit 80,Chicopee,Massachusetts,Hampden County,1022,42.1763819745767,-72.607078433570166,48098.28,282.2999999999999,2025-11-07T12:24:53.157036,patients.csv,163,false
c32ba41a-49da-124e-8858-e6398d9f43ca,2009-06-02,None,999-31-6931,None,None,None,Damien170,Ebert178,None,None,None,white,nonhispanic,M,Natick  Massachusetts  US,252 Johnson Route,Chicopee,Massachusetts,Hampden County,1022,42.220889391397805,-72.6206412176185,153040.72749999998,3764.4525,2025-11-07T12:24:53.157036,patients.csv,1012,false
7f2d1840-f991-e132-6614-40d219fb2474,2012-04-28,None,999-26-5187,None,None,None,Jeanne553,Pfeffer420,None,None,None,white,nonhispanic,F,Framingham  Massachusetts  US,1097 Dickens Club Suite 27,Clinton,Massachusetts,Worcester County,,42.377253330470538,-71.674088256384522,18776.7115,5132.4985,2025-11-07T12:24:53.157036,patients.csv,1072,false
56bf1a47-8065-1ba5-6d8c-430b37a621bf,2007-06-22,None,999-56-2288,None,None,None,Denny560,Watsica258,None,None,None,asian,nonhispanic,M,Boston  Massachusetts  US,112 Hintz Annex Unit 63,Concord,Massachusetts,Middlesex County,,42.481629199307321,-71.395661101812237,328040.88,0,2025-11-07T12:24:53.157036,patients.csv,32,false
3a4e4953-19cb-5a92-d896-cfeaa03f5ba8,2004-07-18,None,999-71-5684,S99966905,None,None,Sudie246,Rowe323,None,None,None,white,nonhispanic,F,Hopedale  Massachusetts  US,128 Dietrich Trail Suite 27,Concord,Massachusetts,Middlesex County,,42.487678978844109,-71.340129974747839,421814.99050000007,12032.499499999998,2025-11-07T12:24:53.157036,patients.csv,222,false
35e37786-cae2-06f7-f0da-7fca4b33f3e7,2017-01-03,None,999-23-9038,None,None,None,Gudrun69,Glover433,None,None,None,white,nonhispanic,F,Dedham  Massachusetts  US,567 McDermott Gateway Unit 84,Dalton,Massachusetts,Berkshire County,,42.519516469518337,-73.189554688626544,125050.14,474.50999999999988,2025-11-07T12:24:53.157036,patients.csv,561,false
1cd0fcc2-1fc9-6471-510b-2b524494d9f3,2004-02-01,None,999-86-3549,S99928755,None,None,Alton320,Parker433,None,None,None,white,nonhispanic,M,Boston  Massachusetts  US,176 Botsford Avenue,Dartmouth,Massachusetts,Bristol County,,41.572007438866642,-70.998809802121031,453323.47999999992,0,2025-11-07T12:24:53.157036,patients.csv,116,false
162135b4-931d-a531-c2ad-047b0c24abe8,2006-03-14,None,999-45-4911,None,None,None,Genna99,Stehr398,None,None,None,white,nonhispanic,F,Ludlow  Massachusetts  US,956 Doyle Trace,Dartmouth,Massachusetts,Bristol County,,41.58674364526621,-71.001606759845,910878.0775,42.442499999999896,2025-11-07T12:24:53.157036,patients.csv,227,false
1d4373dc-be5a-dd4a-15c3-0117198d94c0,2008-08-13,None,999-30-8063,None,None,None,Cheri871,Prosacco716,None,None,None,black,nonhispanic,F,Malden  Massachusetts  US,494 Grant Park Unit 87,Dartmouth,Massachusetts,Bristol County,,41.524559653623008,-70.9839611611765,341069.9275,461.30249999999984,2025-11-07T12:24:53.157036,patients.csv,868,false
9bbc77f6-c1e1-0c48-c64e-eb5958f15faf,2012-02-16,None,999-58-4205,None,None,None,Sheron583,Leffler128,None,None,None,white,nonhispanic,F,Andover  Massachusetts  US,545 O'Reilly Mall,Douglas,Massachusetts,Worcester County,,42.013777795307483,-71.793569298183741,246579.25,0,2025-11-07T12:24:53.157036,patients.csv,458,false
68f34b8e-efce-ce3e-836d-a815503c7b56,2006-07-02,None,999-28-3330,None,None,None,Ana972,Bonilla161,None,None,None,white,hispanic,F,Roseau  Saint George  DM,733 Ward Arcade Unit 36,Dracut,Massachusetts,Middlesex County,,42.685093093965307,-71.2951226551709,401423.4275,4605.2925000000005,2025-11-07T12:24:53.157036,patients.csv,651,false
59ec0cc4-d7ed-b48a-e3d2-3471d81c715f,1975-06-01,1991-03-24,999-66-4950,None,None,None,Emelina469,Howell947,None,None,None,white,nonhispanic,F,Wareham  Massachusetts  US,233 Frami Street,Duxbury,Massachusetts,Plymouth County,,42.070619254558544,-70.705881511294,411279.155,10751.265,2025-11-07T12:24:53.157036,patients.csv,766,false
e6850161-dedc-1d4e-ba95-d834d06351fe,1975-06-01,1990-03-16,999-95-8884,None,None,None,Karima879,Dare640,None,None,None,white,nonhispanic,F,Boston  Massachusetts  US,1010 Turner Mews,Duxbury,Massachusetts,Plymouth County,2332,42.016391418017562,-70.683378198207819,374934.1,0,2025-11-07T12:24:53.157036,patients.csv,771,false
02df500c-4884-89ee-981c-e160dd1f6902,2012-11-06,None,999-39-8251,None,None,None,Tijuana228,Abbott774,None,None,None,white,nonhispanic,F,Methuen  Massachusetts  US,926 Kiehn Alley Suite 71,East Bridgewater,Massachusetts,Plymouth County,,42.059023340149,-70.976041931880076,228511.655,3005.895,2025-11-07T12:24:53.157036,patients.csv,1146,false
4e100688-c089-1057-395a-eb4ced369230,2012-05-26,None,999-78-8433,None,None,None,Bev675,Morissette863,None,None,None,white,nonhispanic,F,Boston  Massachusetts  US,157 Kling Gardens,East Brookfield,Massachusetts,Worcester County,,42.172349601219643,-72.089053453657854,247195.56,601.1099999999999,2025-11-07T12:24:53.157036,patients.csv,495,false
36c63375-a5be-f2fd-5ead-457c203771ed,2009-03-22,None,999-17-8021,None,None,None,Ji399,Powlowski563,None,None,None,white,nonhispanic,F,Hopedale  Massachusetts  US,935 Marquardt Walk Unit 98,East Longmeadow,Massachusetts,Hampden County,,42.107249234388483,-72.46237692937909,314112.57249999995,3431.7975,2025-11-07T12:24:53.157036,patients.csv,1042,false
54d3fa3e-b79e-8123-4dfa-b4d9b0e735de,2004-10-13,None,999-69-2604,S99928333,None,None,Marylin690,Sipes176,None,None,None,white,nonhispanic,F,Rockland  Massachusetts  US,1021 Hoppe Way,Easton,Massachusetts,Bristol County,,42.088193553909939,-71.102749104279113,420842.0625,3069.6375000000003,2025-11-07T12:24:53.157036,patients.csv,152,false
